Book,Chapter,Verse,CatchWord,NoteText,NoteType
Genesis,1,4,the light from...,Heb. between the light and between the darkness,literal
Genesis,1,5,And the evening...,"Heb. And the evening was, and the morning was etc.",literal
Genesis,1,6,firmament,Heb. expansion,literal
Genesis,1,8,And the evening...,"Heb. And the evening was, and the morning was etc.",literal
Genesis,1,11,grass,Heb. tender grass,literal
Genesis,1,13,And the evening...,"Heb. And the evening was, and the morning was etc.",literal
Genesis,1,14,the day...,Heb. between the day and between the night,literal
Genesis,1,16,to rule the day...,"Heb. for the rule of the day, etc.",literal
Genesis,1,19,And the evening...,"Heb. And the evening was, and the morning was etc.",literal
Genesis,1,20,moving,"or, creeping",alternate
Genesis,1,20,life,Heb. soul,literal
Genesis,1,20,fowl...,Heb. let fowl fly,literal
Genesis,1,20,open...,Heb. face of the firmament of heaven,literal
Genesis,1,23,And the evening...,"Heb. And the evening was, and the morning was etc.",literal
Genesis,1,28,moveth,Heb. creepeth,literal
Genesis,1,29,bearing...,Heb. seeding seed,literal
Genesis,1,29,yielding...,Heb. seeding seed,literal
Genesis,1,30,life,Heb. a living soul,literal
Genesis,1,31,And the evening...,"Heb. And the evening was, and the morning was etc.",literal
Genesis,2,3,created...,Heb. created to make,literal
Genesis,2,6,there...,"or, a mist which went up from, etc.",alternate
Genesis,2,7,of the dust...,Heb. dust of the ground,literal
Genesis,2,13,Ethiopia,Heb. Cush,literal
Genesis,2,14,toward...,"or, eastward to Assyria",alternate
Genesis,2,15,the man,"or, Adam",alternate
Genesis,2,16,thou...,Heb. eating thou shalt eat,literal
Genesis,2,17,thou shalt surely...,Heb. dying thou shalt die,literal
Genesis,2,18,meet...,Heb. as before him,literal
Genesis,2,19,Adam,"or, the man",alternate
Genesis,2,20,gave,Heb. called,literal
Genesis,2,22,made,Heb. builded,literal
Genesis,2,23,Woman,Heb. Isha,literal
Genesis,2,23,Man,Heb. Ish,literal
Genesis,3,1,Yea...,"Heb. Yea, because, etc.",literal
Genesis,3,6,pleasant,Heb. a desire,literal
Genesis,3,7,aprons,"or, things to gird about",alternate
Genesis,3,8,cool,Heb. wind,literal
Genesis,3,16,to thy...,"or, subject to thy husband",alternate
Genesis,3,18,bring...,Heb. cause to bud,literal
Genesis,3,20,Eve,Heb. Chavah: that is Living,literal
Genesis,4,1,Cain,"that is, Gotten, or, Acquired",alternate
Genesis,4,2,Abel,Heb. Hebel,literal
Genesis,4,2,a keeper,Heb. a feeder,literal
Genesis,4,3,in process...,Heb. at the end of days,literal
Genesis,4,4,flock,"Heb. sheep, or, goats",mixed
Genesis,4,7,be accepted,"or, have the excellency",alternate
Genesis,4,7,unto...,"or, subject unto thee",alternate
Genesis,4,10,blood,Heb. bloods,literal
Genesis,4,13,My...,"or, Mine iniquity is greater than that it may be forgiven",alternate
Genesis,4,17,Enoch,Heb. Chanoch,literal
Genesis,4,18,Lamech,Heb. Lemech,literal
Genesis,4,22,instructer,Heb. whetter,literal
Genesis,4,23,I have...,"or, I would slay a man in my wound, etc.",alternate
Genesis,4,23,to my hurt,"or, in my hurt",alternate
Genesis,4,25,Seth,"Heb. Sheth: that is Appointed, or, Put",mixed
Genesis,4,26,Enos,Heb. Enosh,literal
Genesis,4,26,to call...,"or, to call themselves by the name of the Lord",alternate
Genesis,5,6,Enos,Heb. Enosh,literal
Genesis,5,9,Cainan,Heb. Kenan,literal
Genesis,5,12,Mahalaleel,Gr. Maleleel,alternate
Genesis,5,15,Jared,Heb. Jered,literal
Genesis,5,21,Methuselah,Gr. Mathusala,alternate
Genesis,5,26,Lamech,Heb. Lemech,literal
Genesis,5,29,Noah,"Gr. Noe: that is Rest, or, Comfort",alternate
Genesis,6,5,every...,"or, the whole imagination: the Hebrew word signifieth not only the imagination, but also the purposes and desires",alternate
Genesis,6,5,continually,Heb. every day,literal
Genesis,6,7,both...,Heb. from man unto beast,literal
Genesis,6,9,perfect,"or, upright",alternate
Genesis,6,13,with the earth,"or, from the earth",alternate
Genesis,6,14,rooms,Heb. nests,literal
Genesis,7,2,by sevens,Heb. seven seven,literal
Genesis,7,3,by sevens,Heb. seven seven,literal
Genesis,7,4,destroy,Heb. blot out,literal
Genesis,7,10,after...,"or, on the seventh day",alternate
Genesis,7,11,windows,"or, floodgates",alternate
Genesis,7,14,sort,Heb. wing,literal
Genesis,7,22,the breath...,Heb. the breath of the spirit of life,literal
Genesis,8,3,continually,Heb. in going and returning,literal
Genesis,8,5,decreased...,Heb. were in going and decreasing,literal
Genesis,8,7,to...,Heb. in going forth and returning,literal
Genesis,8,9,pulled...,Heb. caused her to come,literal
Genesis,8,19,kinds,Heb. families,literal
Genesis,8,21,a sweet...,"Heb. a savour of rest or, satisfaction",mixed
Genesis,8,21,for the imagination,"or, through the imagination",alternate
Genesis,8,22,While...,Heb. As yet all the days of the earth,literal
Genesis,9,18,Canaan,Heb. Chenaan,literal
Genesis,9,26,his servant,"or, servant to them",alternate
Genesis,9,27,enlarge,"or, persuade",alternate
Genesis,10,4,Dodanim,"or, as some read it, Rodanim",alternate
Genesis,10,10,Babel,Gr. Babylon,alternate
Genesis,10,11,went...,"or, he went out into Assyria",alternate
Genesis,10,11,the city...,"or, the streets of the city",alternate
Genesis,10,15,Sidon,Heb. Tzidon,literal
Genesis,10,19,Gaza,Heb. Azzah,literal
Genesis,10,22,Arphaxad,Heb. Arpachshad,literal
Genesis,10,24,Salah,Heb. Shelah,literal
Genesis,10,25,Peleg,that is Division,alternate
Genesis,11,1,language,Heb. lip.,literal
Genesis,11,1,speech,Heb. words,literal
Genesis,11,2,from...,"or, eastward",alternate
Genesis,11,3,they said...,Heb. a man said to his neighbour,literal
Genesis,11,3,burn...,Heb. burn them to a burning,literal
Genesis,11,9,Babel,"that is, Confusion",alternate
Genesis,11,16,Peleg,Gr. Phalec,alternate
Genesis,11,20,Serug,Gr. Saruch,alternate
Genesis,11,24,Terah,Gr. Thara,alternate
Genesis,12,6,plain,Heb. plains,literal
Genesis,12,9,going...,Heb. in going and journeying,literal
Genesis,13,8,brethren,Heb. men brethren,literal
Genesis,13,18,plain,Heb. plains,literal
Genesis,14,5,Shaveh...,"or, The plain of Kiriathaim",alternate
Genesis,14,6,El–paran,"or, The plain of Paran",alternate
Genesis,14,13,plain,Heb. plains,literal
Genesis,14,14,armed,"or, led forth",alternate
Genesis,14,14,trained,"or, instructed",alternate
Genesis,14,21,persons,Heb. souls,literal
Genesis,15,17,a burning...,Heb. a lamp of fire,literal
Genesis,16,2,obtain...,Heb. be built by her,literal
Genesis,16,6,as...,Heb. that which is good in thine eyes,literal
Genesis,16,6,dealt...,Heb. afflicted her,literal
Genesis,16,11,Ishmael,"that is, God shall hear",alternate
Genesis,16,14,Beer–lahai–roi,"that is, The well of him that liveth and seeth me",alternate
Genesis,17,1,perfect,"or, upright, or, sincere",alternate
Genesis,17,4,many...,Heb. multitude of nations,literal
Genesis,17,5,Abraham,"that is, Father of a great multitude",alternate
Genesis,17,8,wherein...,Heb. of thy sojournings,literal
Genesis,17,12,he that is eight...,Heb. a son of eight days,literal
Genesis,17,15,Sarah,that is Princess,alternate
Genesis,17,16,she...,Heb. she shall become nations,literal
Genesis,18,1,plain,Heb. plains,literal
Genesis,18,5,comfort,Heb. stay,literal
Genesis,18,5,are...,Heb. you have passed,literal
Genesis,18,6,Make ready...,Heb. Hasten,literal
Genesis,19,15,are here,Heb. are found,literal
Genesis,19,15,iniquity,"or, punishment",alternate
Genesis,19,21,thee,Heb. thy face,literal
Genesis,19,22,Zoar,"that is, Little",alternate
Genesis,19,23,risen,Heb. gone forth,literal
Genesis,20,3,a man’s...,Heb. married to an husband,literal
Genesis,20,5,integrity,"or, simplicity, or, sincerity",alternate
Genesis,20,15,where...,Heb. as is good in thine eyes,literal
Genesis,21,23,that thou...,Heb. if thou shalt lie unto me,literal
Genesis,21,31,Beer–sheba,"that is, The well of the oath",alternate
Genesis,21,33,grove,"or, tree",alternate
Genesis,22,1,Behold...,Heb. Behold me,literal
Genesis,22,7,lamb,"or, kid",alternate
Genesis,22,14,Jehovah–jireh,"that is, The Lord will see, or, provide",alternate
Genesis,22,17,shore,Heb. lip,literal
Genesis,22,23,Rebekah,Gr. Rebecca,alternate
Genesis,23,6,a mighty...,Heb. a prince of God,literal
Genesis,23,9,as much...,Heb. full money,literal
Genesis,23,10,audience,Heb. ears,literal
Genesis,24,1,well...,Heb. gone into days,literal
Genesis,24,10,for,"or, and",alternate
Genesis,24,11,that...,Heb. that women who draw water go forth,literal
Genesis,24,16,very...,Heb. good of countenance,literal
Genesis,24,22,earring,"or, jewel for the forehead",alternate
Genesis,24,53,jewels,Heb. vessels,literal
Genesis,24,55,a few...,"or, a full year, or ten months",alternate
Genesis,24,63,to meditate,"or, to pray",alternate
Genesis,25,15,Hadar,"or, Hadad",alternate
Genesis,25,18,died,Heb. fell,literal
Genesis,25,28,he...,Heb. venison was in his mouth,literal
Genesis,25,30,with...,"Heb. with that red, with that red pottage",literal
Genesis,25,30,Edom,that is Red,alternate
Genesis,25,32,at...,Heb. going to die,literal
Genesis,26,12,received,Heb. found,literal
Genesis,26,13,went...,Heb. went going,literal
Genesis,26,14,servants,"or, husbandry",alternate
Genesis,26,19,springing,Heb. living,literal
Genesis,26,20,Esek,"that is, Contention",alternate
Genesis,26,21,Sitnah,"that is, Hatred",alternate
Genesis,26,22,Rehoboth,that is Room,alternate
Genesis,26,28,We saw...,Heb. Seeing we saw,literal
Genesis,26,29,That...,Heb. If thou shalt,literal
Genesis,26,33,Shebah,"That is, an oath",alternate
Genesis,26,33,Beer–sheba,"that is, the well of the oath",alternate
Genesis,26,35,a grief...,Heb. bitterness of spirit,literal
Genesis,27,3,take,Heb. hunt,literal
Genesis,27,15,goodly,Heb. desirable,literal
Genesis,27,20,to me,Heb. before me,literal
Genesis,27,33,trembled...,Heb. trembled with a great trembling greatly,literal
Genesis,27,33,taken,Heb. hunted,literal
Genesis,27,36,Jacob,"that is, A supplanter",alternate
Genesis,27,37,sustained,"or, supported",alternate
Genesis,27,39,the fatness,"or, of the fatness",alternate
Genesis,28,3,a multitude...,Heb. an assembly of people,literal
Genesis,28,4,wherein...,Heb. of thy sojournings,literal
Genesis,28,8,pleased...,"Heb. were evil in the eyes, etc",literal
Genesis,28,9,Mahalath,"or, Bashemath",alternate
Genesis,28,10,Haran,Gr. Charran,alternate
Genesis,28,14,spread...,Heb. break forth,literal
Genesis,28,19,Beth–el,"that is, The house of God",alternate
Genesis,29,1,went...,Heb. lift up his feet,literal
Genesis,29,1,people,Heb. children,literal
Genesis,29,6,Is he...,Heb. Is there peace to him?,literal
Genesis,29,7,it is...,Heb. yet the day is great,literal
Genesis,29,13,tidings,Heb. hearing,literal
Genesis,29,14,the space...,Heb. a month of days,literal
Genesis,29,26,country,Heb. place,literal
Genesis,29,32,Reuben,"that is, See a son",alternate
Genesis,29,33,Simeon,"that is, Hearing",alternate
Genesis,29,34,Levi,"that is, Joined",alternate
Genesis,29,35,Judah,"that is, Praise",alternate
Genesis,29,35,left...,Heb. stood from bearing,literal
Genesis,30,3,have...,Heb. be built by her,literal
Genesis,30,6,Dan,"that is, Judging",alternate
Genesis,30,8,great...,Heb. wrestlings of God,literal
Genesis,30,8,Naphtali,"that is, My wrestling: Gr. Nephthalim",alternate
Genesis,30,11,Gad,"that is, A troop, or, company",alternate
Genesis,30,13,Happy...,Heb. In my happiness,literal
Genesis,30,13,Asher,"that is, Happy",alternate
Genesis,30,18,Issachar,"that is, An hire",alternate
Genesis,30,20,Zebulun,"that is, Dwelling: Gr. Zabulon",alternate
Genesis,30,21,Dinah,that is Judgment,alternate
Genesis,30,24,Joseph,"that is, Adding",alternate
Genesis,30,30,increased,Heb. broken forth,literal
Genesis,30,30,since...,Heb. at my foot,literal
Genesis,30,33,in time...,Heb. to morrow,literal
Genesis,31,2,as before,Heb. as yesterday and the day before,literal
Genesis,31,10,rams,"or, he goats",alternate
Genesis,31,19,images,Heb. teraphim,literal
Genesis,31,20,unawares...,Heb. the heart of Laban,literal
Genesis,31,24,either...,Heb. from good to bad,literal
Genesis,31,27,steal...,Heb. hast stolen me,literal
Genesis,31,34,searched,Heb. felt,literal
Genesis,31,37,searched,Heb. felt,literal
Genesis,31,47,Jegar–sahadutha,"that is, The heap of witness, Chaldee",alternate
Genesis,31,47,Galeed,"that is, The heap of witness, Heb.",alternate
Genesis,31,49,Mizpah,"that is, A beacon, or, watchtower",alternate
Genesis,31,54,offered...,"or, killed beasts",alternate
Genesis,32,2,Mahanaim,"that is, Two hosts, or, camps",alternate
Genesis,32,3,country,Heb. field,literal
Genesis,32,10,I am not...,Heb. I am less than all,literal
Genesis,32,11,with,Heb. upon,literal
Genesis,32,20,of me,Heb. my face,literal
Genesis,32,23,sent them,Heb. caused to pass,literal
Genesis,32,24,breaking...,Heb. ascending of the morning,literal
Genesis,32,28,Israel,"that is, A prince of God",alternate
Genesis,32,30,Peniel,"that is, The face of God",alternate
Genesis,33,5,with...,Heb. to thee,literal
Genesis,33,8,What...,Heb. What is all this band to thee?,literal
Genesis,33,9,keep...,Heb. be that to thee that is thine,literal
Genesis,33,11,enough,Heb. all things,literal
Genesis,33,14,according...,"Heb. according to the foot of the work, etc., and according to the foot of the children",literal
Genesis,33,15,leave,"Heb. set, or, place",mixed
Genesis,33,15,What...,Heb. Wherefore is this?,literal
Genesis,33,17,Succoth,"that is, Booths",alternate
Genesis,33,18,Shechem,Gr. Sychem,alternate
Genesis,33,19,Hamor,Gr. Emmor,alternate
Genesis,33,19,pieces...,"or, lambs",alternate
Genesis,33,20,El–elohe–Israel,that is God the God of Israel,alternate
Genesis,34,2,defiled...,Heb. humbled her,literal
Genesis,34,3,kindly...,Heb. to the heart of the damsel,literal
Genesis,34,26,edge,Heb. mouth,literal
Genesis,35,7,El–beth–el,"that is, The God of Beth–el",alternate
Genesis,35,8,Allon–bachuth,"that is, The oak of weeping",alternate
Genesis,35,16,a little...,Heb. a little piece of ground,literal
Genesis,35,18,Ben–oni,"that is, The son of my sorrow",alternate
Genesis,35,18,Benjamin,"that is, The son of the right hand",alternate
Genesis,36,3,Bashemath,"or, Mahalath",alternate
Genesis,36,6,persons,Heb. souls,literal
Genesis,36,9,the Edomites,Heb. Edom,literal
Genesis,36,11,Zepho,"or, Zephi",alternate
Genesis,36,22,Hemam,"or, Homam",alternate
Genesis,36,23,Alvan,"or, Alian",alternate
Genesis,36,23,Shepho,"or, Shephi",alternate
Genesis,36,26,Hemdan,"or, Amram",alternate
Genesis,36,27,Akan,"or, Jakan",alternate
Genesis,36,39,"Hadar, Pau","or, Hadad, Pai: after his death was an Aristocracy",alternate
Genesis,36,40,Alvah,"or, Aliah",alternate
Genesis,36,43,the Edomites,Heb. Edom,literal
Genesis,37,1,wherein...,Heb. of his father’s sojournings,literal
Genesis,37,3,colours,"or, pieces",alternate
Genesis,37,14,see...,"Heb. see the peace of thy brethren, etc.",literal
Genesis,37,19,dreamer,Heb. master of dreams,literal
Genesis,37,23,colours,"or, pieces",alternate
Genesis,37,27,were...,Heb. hearkened,literal
Genesis,37,36,officer,"Heb. eunuch: but the word doth signify not only eunuchs, but also chamberlains, courtiers, and officers",literal
Genesis,37,36,captain...,"or, chief marshal: Heb. chief of the slaughter men, or executioners",mixed
Genesis,38,10,displeased...,Heb. was evil in the eyes of the Lord,literal
Genesis,38,12,in process...,Heb. the days were multiplied,literal
Genesis,38,14,an open...,"Heb. the door of eyes, or, of Enajim",mixed
Genesis,38,17,a kid,Heb. a kid of the goats,literal
Genesis,38,21,openly,"or, in Enajim",alternate
Genesis,38,23,be shamed,Heb. become a contempt,literal
Genesis,38,29,How hast...,"or, Wherefore hast thou made this breach against thee?",alternate
Genesis,38,29,Pharez,that is A breach,alternate
Genesis,39,14,loud,Heb. great,literal
Genesis,39,21,shewed...,Heb. extended kindness unto him,literal
Genesis,40,7,look...,Heb. are your faces evil?,literal
Genesis,40,13,lift...,"or, reckon",alternate
Genesis,40,14,think...,Heb. remember me with thee,literal
Genesis,40,16,white,"or, full of holes",alternate
Genesis,40,17,bakemeats...,"Heb. meat of Pharaoh, the work of a baker, or, cook",mixed
Genesis,40,19,lift...,"or, reckon thee, and take thy office from thee",alternate
Genesis,40,20,lifted...,"or, reckoned",alternate
Genesis,41,5,rank,Heb. fat,literal
Genesis,41,14,brought...,Heb. made him run,literal
Genesis,41,15,thou...,"or, when thou hearest a dream thou canst interpret it",alternate
Genesis,41,21,eaten...,Heb. come to the inward parts of them,literal
Genesis,41,23,withered,"or, small",alternate
Genesis,41,31,grievous,Heb. heavy,literal
Genesis,41,32,established...,"or, prepared of God",alternate
Genesis,41,34,officers,"or, overseers",alternate
Genesis,41,36,perish...,Heb. be not cut off,literal
Genesis,41,40,be ruled,"Heb. be armed, or, kiss",mixed
Genesis,41,42,fine...,"or, silk",alternate
Genesis,41,43,Bow...,"or, Tender father: Heb. Abrech",mixed
Genesis,41,45,Zaphnath–paaneah,"which in the Coptic signifies, A revealer of secrets, or, The man to whom secrets are revealed",alternate
Genesis,41,45,priest,"or, prince",alternate
Genesis,41,50,priest,"or, prince",alternate
Genesis,41,51,Manasseh,"that is, Forgetting",alternate
Genesis,41,52,Ephraim,"that is, Fruitful",alternate
Genesis,41,56,all the storehouses,Heb. all wherein was,literal
Genesis,42,7,roughly...,Heb. hard things with them,literal
Genesis,42,16,kept...,Heb. bound,literal
Genesis,42,17,put,Heb. gathered,literal
Genesis,42,23,he spake...,Heb. an interpreter was between them,literal
Genesis,42,28,failed...,Heb. went forth,literal
Genesis,42,30,roughly...,Heb. with us hard things,literal
Genesis,43,3,did...,Heb. protesting protested,literal
Genesis,43,7,asked...,Heb. asking asked us,literal
Genesis,43,7,tenor,Heb. mouth,literal
Genesis,43,7,could...,Heb. knowing could we know,literal
Genesis,43,10,this,"or, twice by this",alternate
Genesis,43,14,If...,"or, And I, as I have been, etc.",alternate
Genesis,43,16,slay,Heb. kill a killing,literal
Genesis,43,16,dine,Heb. eat,literal
Genesis,43,18,seek...,Heb. roll himself upon us,literal
Genesis,43,20,we...,Heb. coming down we came down,literal
Genesis,43,23,I had...,Heb. your money came to me,literal
Genesis,43,27,welfare,Heb. peace,literal
Genesis,43,27,Is your...,Heb. Is there peace to your father?,literal
Genesis,43,34,were...,Heb. drank largely,literal
Genesis,44,1,the steward...,Heb. him that was over his house,literal
Genesis,44,5,divineth,"or, maketh trial?",alternate
Genesis,44,15,divine,"or, make trial?",alternate
Genesis,44,34,come...,Heb. find my father,literal
Genesis,45,2,wept...,Heb. gave forth his voice in weeping,literal
Genesis,45,3,troubled,"or, terrified",alternate
Genesis,45,5,nor...,Heb. neither let there be anger in your eyes,literal
Genesis,45,7,to preserve...,Heb. to put for you a remnant,literal
Genesis,45,16,pleased...,Heb. was good in the eyes of Pharaoh,literal
Genesis,45,20,regard...,"Heb. let not your eye spare, etc.",literal
Genesis,45,21,commandment,Heb. mouth,literal
Genesis,45,23,laden...,Heb. carrying,literal
Genesis,45,26,Jacob’s,Heb. his,literal
Genesis,46,10,Jemuel,"or, Nemuel",alternate
Genesis,46,10,Jachin,"or, Jarib",alternate
Genesis,46,10,Zohar,"or, Zerah",alternate
Genesis,46,11,Gershon,"or, Gershom",alternate
Genesis,46,13,"Phuvah, and Job","or, Puah, and Jashub",alternate
Genesis,46,16,Ziphion,"or, Zephon",alternate
Genesis,46,16,Ezbon,"or, Ozni",alternate
Genesis,46,16,Arodi,"or, Arod",alternate
Genesis,46,20,priest,"or, prince",alternate
Genesis,46,21,Ehi,"or, Ahiram",alternate
Genesis,46,21,Muppim,"or, Shupham or, Shuppim",alternate
Genesis,46,21,Huppim,"or, Hupham",alternate
Genesis,46,23,Hushim,"or, Shuham",alternate
Genesis,46,26,loins,Heb. thigh,literal
Genesis,46,32,their trade...,Heb. they are men of cattle,literal
Genesis,47,8,How...,Heb. How many are the days of the years of thy life?,literal
Genesis,47,12,according...,"or, as a little child is nourished: Heb. according to the little ones",mixed
Genesis,47,17,fed...,Heb. led them,literal
Genesis,47,22,priests,"or, princes",alternate
Genesis,47,26,priests,"or, princes",alternate
Genesis,47,28,the whole...,Heb. the days of the years of his life,literal
Genesis,48,10,dim,Heb. heavy,literal
Genesis,48,16,grow,Heb. as fishes do increase,literal
Genesis,48,17,displeased...,was evil in his eyes,literal
Genesis,48,19,multitude,Heb. fulness,literal
Genesis,49,4,thou shalt...,Heb. do not thou excel,literal
Genesis,49,4,he went...,"or, my couch is gone",alternate
Genesis,49,5,instruments...,"or, their swords are weapons of violence",alternate
Genesis,49,6,digged...,"or, houghed oxen",alternate
Genesis,49,17,an adder,Heb. an arrow-snake,literal
Genesis,49,22,branches,Heb. daughters,literal
Genesis,50,3,mourned,Heb. wept,literal
Genesis,50,11,Abel–mizraim,"that is, The mourning of the Egyptians",alternate
Genesis,50,16,sent,Heb. charged,literal
Genesis,50,21,kindly...,Heb. to their hearts,literal
Genesis,50,23,brought...,Heb. born,literal
Exodus,1,5,loins,Heb. thigh,literal
Exodus,1,12,But...,"Heb. And as they afflicted them, so they multiplied, etc",literal
Exodus,2,10,Moses,"that is, Drawn out",alternate
Exodus,2,14,a prince,"Heb. a man, a prince",literal
Exodus,2,16,priest,"or, prince",alternate
Exodus,2,18,Reuel,"called also Jethro, or, Jether",alternate
Exodus,2,22,Gershom,"that is, A stranger here",alternate
Exodus,2,25,had...,Heb. knew,literal
Exodus,3,19,no...,"or, but by strong hand",alternate
Exodus,3,22,the Egyptians,"or, Egypt",alternate
Exodus,4,9,shall become,Heb. shall be and shall be,literal
Exodus,4,10,eloquent,Heb. a man of words,literal
Exodus,4,10,heretofore,"Heb. since yesterday, nor since the third day",literal
Exodus,4,13,wilt,"or, shouldest",alternate
Exodus,4,18,Jethro,Heb. Jether,literal
Exodus,4,25,sharp...,"or, knife",alternate
Exodus,4,25,cast...,Heb. made it touch,literal
Exodus,5,9,Let there...,Heb. Let the work be heavy upon the men,literal
Exodus,5,13,your daily...,Heb. a matter of a day in his day,literal
Exodus,5,21,to be...,Heb. to stink,literal
Exodus,5,23,neither...,Heb. delivering thou hast not delivered,literal
Exodus,6,2,the <divineName>Lord</divineName>,"or, <divineName>Jehovah</divineName>",alternate
Exodus,6,8,swear,Heb. lift up my hand,literal
Exodus,6,9,anguish,"Heb. shortness, or, straitness",mixed
Exodus,7,19,pools...,Heb. gathering of their waters,literal
Exodus,8,3,kneadingtroughs,"or, dough",alternate
Exodus,8,9,Glory...,"or, Have this honour over me, etc",alternate
Exodus,8,9,when,"or, against when",alternate
Exodus,8,9,to destroy,Heb. to cut off,literal
Exodus,8,10,To morrow,"or, Against to morrow",alternate
Exodus,8,21,swarms...,"or, a mixture of noisome beasts, etc",alternate
Exodus,8,23,a division,Heb. a redemption,literal
Exodus,8,23,to morrow,"or, by to morrow",alternate
Exodus,8,24,corrupted,"or, destroyed",alternate
Exodus,9,16,raised...,Heb. made thee stand,literal
Exodus,9,21,regarded...,Heb. set not his heart unto,literal
Exodus,9,28,mighty...,Heb. voices of God,literal
Exodus,9,32,not grown...,"Heb. hidden or, dark",mixed
Exodus,9,35,by Moses,Heb. by the hand of Moses,literal
Exodus,10,5,face,Heb. eye,literal
Exodus,10,8,who...,"Heb. who and who, etc",literal
Exodus,10,16,called,Heb. hastened to call,literal
Exodus,10,19,cast,Heb. fastened,literal
Exodus,10,21,even...,Heb. that one may feel darkness,literal
Exodus,10,25,us,Heb. into our hands,literal
Exodus,11,8,that follow...,Heb. that is at thy feet,literal
Exodus,11,8,a great...,Heb. heat of anger,literal
Exodus,12,3,lamb,"or, kid",alternate
Exodus,12,5,of...,Heb. son of a year,literal
Exodus,12,6,in...,Heb. between the two evenings,literal
Exodus,12,12,gods,"or, princes",alternate
Exodus,12,13,to destroy...,Heb. for a destruction,literal
Exodus,12,16,man,Heb. soul,literal
Exodus,12,21,lamb,"or, kid",alternate
Exodus,12,29,dungeon,Heb. house of the pit,literal
Exodus,12,34,kneadingtroughs,"or, dough",alternate
Exodus,12,38,a mixed...,Heb. a great mixture,literal
Exodus,12,42,a night...,Heb. a night of observations,literal
Exodus,12,47,keep...,Heb. do it,literal
Exodus,13,3,bondage,Heb. servants,literal
Exodus,13,12,set...,Heb. cause to pass over,literal
Exodus,13,13,lamb,"or, kid",alternate
Exodus,13,14,in...,Heb. to morrow,literal
Exodus,13,18,harnessed,"or, by five in a rank",alternate
Exodus,14,13,for the...,"or, for whereas ye have seen the Egyptians to day",alternate
Exodus,14,25,that they...,"or, and made them to go heavily",alternate
Exodus,14,27,overthrew,Heb. shook off,literal
Exodus,14,31,work,Heb. hand,literal
Exodus,15,9,destroy,"or, repossess",alternate
Exodus,15,11,gods,"or, mighty ones?",alternate
Exodus,15,23,Marah,that is Bitterness,alternate
Exodus,16,4,a certain...,Heb. the portion of a day in his day,literal
Exodus,16,15,It is...,"or, What is this? or, It is a portion",alternate
Exodus,16,16,for every...,"Heb. by the poll, or, head",mixed
Exodus,16,16,persons,Heb. souls,literal
Exodus,17,7,Massah,"that is, Temptation",alternate
Exodus,17,7,Meribah,"that is, Chiding, or, Strife",alternate
Exodus,17,9,Joshua,called Jesus,alternate
Exodus,17,15,JEHOVAH–nissi,"that is, The <divineName>Lord</divineName> my banner",alternate
Exodus,17,16,Because...,"or, Because the hand of Amalek is against the throne of the <divineName>Lord</divineName>, therefore, etc",alternate
Exodus,17,16,the <divineName>Lord</divineName> hath...,Heb. the hand upon the throne of the <divineName>Lord</divineName>,literal
Exodus,18,3,Gershom,that is A stranger there,alternate
Exodus,18,4,Eliezer,"that is, My God is an help",alternate
Exodus,18,7,welfare,Heb. peace,literal
Exodus,18,8,come...,Heb. found them,literal
Exodus,18,16,one...,Heb. a man and his fellow,literal
Exodus,18,18,Thou wilt...,Heb. Fading thou wilt fade,literal
Exodus,19,13,trumpet,"or, cornet",alternate
Exodus,19,21,charge,Heb. contest,literal
Exodus,20,2,bondage,Heb. servants,literal
Exodus,20,25,build...,Heb. build them with hewing,literal
Exodus,21,3,by himself,Heb. with his body,literal
Exodus,21,5,shall...,Heb. saying shall say,literal
Exodus,21,8,please...,"Heb. be evil in the eyes of, etc",literal
Exodus,21,17,curseth,"or, revileth",alternate
Exodus,21,18,another,"or, his neighbour",alternate
Exodus,21,19,the loss...,Heb. his ceasing,literal
Exodus,21,20,punished,Heb. avenged,literal
Exodus,22,1,or a sheep,"or, or a goat",alternate
Exodus,22,17,pay,Heb. weigh,literal
Exodus,22,28,gods,"or, judges",alternate
Exodus,22,29,the first...,Heb. thy fulness,literal
Exodus,22,29,liquors,Heb. tear,literal
Exodus,23,1,raise,"or, receive",alternate
Exodus,23,2,speak,Heb. answer,literal
Exodus,23,5,and...,"or, wilt thou cease to help him? or, and wouldest cease to leave thy business for him: thou shalt surely leave it to join with him",alternate
Exodus,23,8,the wise,Heb. the seeing,literal
Exodus,23,9,heart,Heb. soul,literal
Exodus,23,11,oliveyard,"or, olive trees",alternate
Exodus,23,18,sacrifice,"or, feast",alternate
Exodus,23,22,an adversary...,"or, I will afflict them that afflict thee",alternate
Exodus,23,27,backs,Heb. neck,literal
Exodus,25,2,bring me,Heb. take for me,literal
Exodus,25,2,offering,"or, heave offering",alternate
Exodus,25,3,offering,"or, heave offering",alternate
Exodus,25,4,fine...,"or, silk",alternate
Exodus,25,19,of...,"or, of the matter of the mercy seat",alternate
Exodus,25,29,to...,"or, to pour out withal",alternate
Exodus,25,37,shall light,"or, shall cause to ascend",alternate
Exodus,25,37,it,Heb. the face of it,literal
Exodus,25,40,which...,Heb. which thou wast caused to see,literal
Exodus,26,1,of cunning...,"Heb. the work of a cunning workman, or, embroiderer",mixed
