Book,Chapter,Verse,CatchWord,NoteText,NoteType
Proverbs,27,20,never,Heb. not,literal
Proverbs,27,23,look...,Heb. set thy heart,literal
Proverbs,27,24,riches,Heb. strength,literal
Proverbs,27,24,to...,Heb. to generation and generation?,literal
Proverbs,27,27,maintenance,Heb. life,literal
Proverbs,28,2,by...,"or, by men of understanding and wisdom shall they likewise be prolonged",alternate
Proverbs,28,3,which...,Heb. without food,literal
Proverbs,28,7,is a companion...,"or, feedeth gluttons",alternate
Proverbs,28,8,unjust...,Heb. by increase,literal
Proverbs,28,11,own...,Heb. eyes,literal
Proverbs,28,12,hidden,"or, sought for",alternate
Proverbs,28,20,innocent,"or, unpunished",alternate
Proverbs,28,22,hasteth...,"or, hath and evil eye hasteth to be rich",alternate
Proverbs,28,24,a destroyer,Heb. a man destroying,literal
Proverbs,29,1,He...,Heb. A man of reproofs,literal
Proverbs,29,2,in...,"or, increased",alternate
Proverbs,29,4,he...,Heb. a man of oblations,literal
Proverbs,29,8,bring...,"or, set a city on fire",alternate
Proverbs,29,10,The bloodthirsty,Heb. Men of blood,literal
Proverbs,29,13,the deceitful...,"or, the usurer",alternate
Proverbs,29,18,perish,"or, is made naked",alternate
Proverbs,29,20,words,"or, matters?",alternate
Proverbs,29,25,safe,Heb. set on high,literal
Proverbs,29,26,the ruler’s...,Heb. the face of a ruler,literal
Proverbs,30,3,have,Heb. know,literal
Proverbs,30,5,pure,Heb. purified,literal
Proverbs,30,7,deny...,Heb. withhold not from me,literal
Proverbs,30,8,convenient...,Heb. of my allowance,literal
Proverbs,30,9,deny...,Heb. belie thee,literal
Proverbs,30,10,Accuse...,Heb. Hurt not with thy tongue,literal
Proverbs,30,15,It is...,Heb. Wealth,literal
Proverbs,30,17,the valley,"or, the brook",alternate
Proverbs,30,19,midst,Heb. heart,literal
Proverbs,30,24,exceeding...,"Heb. wise, made wise",literal
Proverbs,30,27,by...,Heb. gathered together,literal
Proverbs,30,31,greyhound,"or, horse: Heb. girt in the loins",mixed
Proverbs,31,5,pervert,Heb. alter,literal
Proverbs,31,5,of any...,Heb. of all the sons of affliction,literal
Proverbs,31,6,of...,Heb. bitter of soul,literal
Proverbs,31,8,such...,Heb. the sons of destruction,literal
Proverbs,31,16,buyeth,Heb. taketh,literal
Proverbs,31,18,She...,Heb. She tasteth,literal
Proverbs,31,20,She...,Heb. She spreadeth,literal
Proverbs,31,21,scarlet,"or, double garments",alternate
Proverbs,31,29,have...,"or, have gotten riches",alternate
Ecclesiastes,1,5,hasteth,Heb. panteth,literal
Ecclesiastes,1,7,return...,Heb. return to go,literal
Ecclesiastes,1,13,to be...,"or, to afflict them",alternate
Ecclesiastes,1,15,that which is wanting,Heb. defect,literal
Ecclesiastes,1,16,had...,Heb. had seen much,literal
Ecclesiastes,2,3,to give...,Heb. to draw my flesh with wine,literal
Ecclesiastes,2,3,all...,Heb. the number of the days of their life,literal
Ecclesiastes,2,7,servants born...,Heb. sons of my house,literal
Ecclesiastes,2,8,musical...,Heb. musical instrument and instruments,literal
Ecclesiastes,2,12,even...,"or, in those things which have been already done",alternate
Ecclesiastes,2,13,that...,"Heb. that there is an excellency in wisdom more than in folly, etc",literal
Ecclesiastes,2,15,happeneth even...,"Heb. happeneth to me, even to me",literal
Ecclesiastes,2,18,taken,Heb. laboured,literal
Ecclesiastes,2,21,leave,Heb. give,literal
Ecclesiastes,2,24,should make...,"or, delight his senses",alternate
Ecclesiastes,2,26,in his...,Heb. before him,literal
Ecclesiastes,3,2,to be...,Heb. to bear,literal
Ecclesiastes,3,5,to refrain from,Heb. to be far from,literal
Ecclesiastes,3,6,get,"or, seek",alternate
Ecclesiastes,3,15,that which is past,Heb. that which is driven away,literal
Ecclesiastes,3,18,that God...,"or, that they might clear God, and see, etc",alternate
Ecclesiastes,3,21,of man,Heb. of the sons of man,literal
Ecclesiastes,3,21,goeth upward,"Heb. is ascending, etc",literal
Ecclesiastes,4,1,side,Heb. hand,literal
Ecclesiastes,4,4,every...,Heb. all the rightness of work,literal
Ecclesiastes,4,4,for this...,Heb. this is the envy of a man from his neighbour,literal
Ecclesiastes,4,13,who...,Heb. who knoweth not to be admonished,literal
Ecclesiastes,5,2,thing,"or, word",alternate
Ecclesiastes,5,8,at the...,"Heb. at the will, or, purpose",mixed
Ecclesiastes,5,18,it is good...,"Heb. there is a good which is comely, etc",literal
Ecclesiastes,5,18,all the days,Heb. the number of the days,literal
Ecclesiastes,5,20,For...,"or, Though he give not much, yet he remembereth, etc",alternate
Ecclesiastes,6,7,appetite,Heb. soul,literal
Ecclesiastes,6,9,than...,Heb. than the walking of the soul,literal
Ecclesiastes,6,12,all...,Heb. the number of the days of the life of his vanity,literal
Ecclesiastes,7,3,Sorrow,"or, Anger",alternate
Ecclesiastes,7,6,crackling,Heb. sound,literal
Ecclesiastes,7,10,wisely,Heb. out of wisdom,literal
Ecclesiastes,7,11,good...,"or, as good as an inheritance, yea, better too",alternate
Ecclesiastes,7,12,defence,Heb. shadow,literal
Ecclesiastes,7,14,set,Heb. made,literal
Ecclesiastes,7,16,destroy...,Heb. be desolate?,literal
Ecclesiastes,7,17,before...,Heb. not in thy time?,literal
Ecclesiastes,7,21,take...,Heb. give not thine heart,literal
Ecclesiastes,7,25,I applied...,Heb. I and mine heart compassed,literal
Ecclesiastes,7,26,whoso...,Heb. he that is good before God,literal
Ecclesiastes,7,27,counting...,"or, weighing one thing after another, to find out the reason",alternate
Ecclesiastes,8,1,the boldness,Heb. the strength,literal
Ecclesiastes,8,5,shall...,Heb. shall know,literal
Ecclesiastes,8,7,when...,"or, how it shall be?",alternate
Ecclesiastes,8,8,discharge,"or, casting off weapons",alternate
Ecclesiastes,9,1,I considered...,"Heb. I gave, or, set to my heart",mixed
Ecclesiastes,9,9,Live...,"Heb. See, or, Enjoy life",mixed
Ecclesiastes,10,1,Dead...,Heb. Flies of death,literal
Ecclesiastes,10,3,his...,Heb. his heart,literal
Ecclesiastes,10,5,from,Heb. from before,literal
Ecclesiastes,10,6,in great...,Heb. in great heights,literal
Ecclesiastes,10,11,a babbler,Heb. the master of the tongue,literal
Ecclesiastes,10,12,gracious,Heb. grace,literal
Ecclesiastes,10,13,his talk,Heb. his mouth,literal
Ecclesiastes,10,14,is full...,Heb. multiplieth words,literal
Ecclesiastes,10,19,maketh...,Heb. maketh glad the life,literal
Ecclesiastes,10,20,thought,"or, conscience",alternate
Ecclesiastes,11,1,upon...,Heb. upon the face of the waters,literal
Ecclesiastes,11,6,shall prosper,Heb. shall be right,literal
Ecclesiastes,11,10,sorrow,"or, anger",alternate
Ecclesiastes,12,3,the grinders...,"or, the grinders fail, because they grind little",alternate
Ecclesiastes,12,9,moreover...,"or, the more wise the preacher was, etc",alternate
Ecclesiastes,12,10,acceptable...,Heb. words of delight,literal
Ecclesiastes,12,12,study,"or, reading",alternate
Ecclesiastes,12,13,Let...,"or, The end of the matter, even all that hath been heard, is",alternate
Song of Solomon,1,2,thy...,Heb. thy loves,literal
Song of Solomon,1,4,the upright...,"or, they love thee uprightly",alternate
Song of Solomon,1,7,as one...,"or, as one that is veiled",alternate
Song of Solomon,1,14,camphire,"or, cypress",alternate
Song of Solomon,1,15,my love,"or, my companion",alternate
Song of Solomon,1,17,rafters,"or, galleries",alternate
Song of Solomon,2,3,I sat...,"Heb. I delighted and sat down, etc",literal
Song of Solomon,2,3,taste,Heb. palate,literal
Song of Solomon,2,4,banqueting...,Heb. house of wine,literal
Song of Solomon,2,5,comfort...,Heb. straw me with apples,literal
Song of Solomon,2,7,I charge...,Heb. I adjure you,literal
Song of Solomon,2,9,shewing...,Heb. flourishing,literal
Song of Solomon,2,17,of Bether,"or, of division",alternate
Song of Solomon,3,9,a chariot,"or, a bed",alternate
Song of Solomon,4,1,that...,"or, that eat of, etc",alternate
Song of Solomon,4,6,break,Heb. breathe,literal
Song of Solomon,4,9,ravished,"or, taken away",alternate
Song of Solomon,4,12,inclosed,Heb. barred,literal
Song of Solomon,4,12,shut up,Heb. barred,literal
Song of Solomon,4,13,camphire,"or, cypress",alternate
Song of Solomon,5,1,yea...,"or, and be drunken with loves",alternate
Song of Solomon,5,4,for him,"or, (as some read) in me",alternate
Song of Solomon,5,5,sweet...,"Heb. passing, or, running about",mixed
Song of Solomon,5,8,that ye,"Heb. what, etc",literal
Song of Solomon,5,10,the chiefest,Heb. a standard-bearer,literal
Song of Solomon,5,11,bushy,"or, curled",alternate
Song of Solomon,5,12,fitly...,"Heb. sitting in fulness, that is, fitly placed, and set as a precious stone in the foil of a ring",literal
Song of Solomon,5,13,sweet flowers,"or, towers of perfumes",alternate
Song of Solomon,5,16,mouth,Heb. palate,literal
Song of Solomon,6,5,overcome...,"or, puffed me up",alternate
Song of Solomon,6,12,Or ever...,Heb. I knew not,literal
Song of Solomon,6,12,made...,"or, set me on the chariots of my willing people",alternate
Song of Solomon,6,13,of...,"or, of Mahanaim",alternate
Song of Solomon,7,2,liquor,Heb. mixture,literal
Song of Solomon,7,5,Carmel,"or, crimson",alternate
Song of Solomon,7,5,held,Heb. bound,literal
Song of Solomon,7,9,sweetly,Heb. straightly,literal
Song of Solomon,7,9,of those...,"or, of the ancient",alternate
Song of Solomon,7,12,appear,Heb. open,literal
Song of Solomon,8,1,I should not...,Heb. they should not despise me,literal
Song of Solomon,8,4,that...,"Heb. why should ye stir up, or, why, etc",mixed
Song of Solomon,8,6,cruel,Heb. hard,literal
Song of Solomon,8,10,favour,Heb. peace,literal
Song of Solomon,8,14,Make...,Heb. Flee away,literal
Isaiah,1,4,laden,Heb. of heaviness,literal
Isaiah,1,4,gone...,"Heb. alienated, or, separated",mixed
Isaiah,1,5,revolt...,Heb. increase revolt,literal
Isaiah,1,6,ointment,"or, oil",alternate
Isaiah,1,7,overthrown...,Heb. the overthrow of,literal
Isaiah,1,11,he goats,Heb. great he goats,literal
Isaiah,1,12,to appear,Heb. to be seen,literal
Isaiah,1,13,iniquity,"or, grief",alternate
Isaiah,1,15,make...,Heb. multiply prayer,literal
Isaiah,1,15,blood,Heb. bloods,literal
Isaiah,1,17,relieve,"or, righten",alternate
Isaiah,1,25,purely,Heb. according to pureness,literal
Isaiah,1,27,her...,"or, they that return of her",alternate
Isaiah,1,28,destruction,Heb. breaking,literal
Isaiah,1,31,maker...,"or, and his work",alternate
Isaiah,2,2,established,"or, prepared",alternate
Isaiah,2,4,pruninghooks,"or, scythes",alternate
Isaiah,2,6,from...,"or, more than the",alternate
Isaiah,2,6,please...,"or, abound with the",alternate
Isaiah,2,16,pleasant...,Heb. pictures of desire,literal
Isaiah,2,18,he...,"or, shall utterly pass away",alternate
Isaiah,2,19,of the earth,Heb. of the dust,literal
Isaiah,2,20,his idols of silver...,"Heb. the idols of his silver, etc",literal
Isaiah,2,20,each...,"or, for him",alternate
Isaiah,3,3,the honourable...,Heb. a man eminent in countenance,literal
Isaiah,3,3,eloquent...,"or, skilful of speech",alternate
Isaiah,3,7,swear,Heb. lift up the hand,literal
Isaiah,3,7,healer,Heb. binder up,literal
Isaiah,3,11,given...,Heb. done to him,literal
Isaiah,3,12,lead...,"or, call thee blessed",alternate
Isaiah,3,12,destroy,Heb. swallow up,literal
Isaiah,3,14,eaten,"or, burnt",alternate
Isaiah,3,16,wanton...,Heb. deceiving with their eyes,literal
Isaiah,3,16,mincing,"or, tripping nicely",alternate
Isaiah,3,17,discover,Heb. make naked,literal
Isaiah,3,18,cauls,"or, networks",alternate
Isaiah,3,19,chains,"or, sweet balls",alternate
Isaiah,3,19,mufflers,"or, spangled ornaments",alternate
Isaiah,3,20,tablets,Heb. houses of the soul,literal
Isaiah,3,25,mighty,Heb. might,literal
Isaiah,3,26,desolate,"or, emptied: Heb. cleansed",mixed
Isaiah,4,1,let...,Heb. let thy name be called upon us,literal
Isaiah,4,1,to take...,"or, take thou away",alternate
Isaiah,4,2,beautiful...,Heb. beauty and glory,literal
Isaiah,4,2,them...,Heb. the escaping,literal
Isaiah,4,3,among...,"or, to life",alternate
Isaiah,4,5,upon all,"or, above all",alternate
Isaiah,4,5,defence,Heb. covering,literal
Isaiah,5,1,a very...,Heb. the horn of the son of oil,literal
Isaiah,5,2,fenced,"or, made a wall about",alternate
Isaiah,5,2,made,Heb. hewed,literal
Isaiah,5,5,trodden...,Heb. for a treading,literal
Isaiah,5,7,his...,Heb. plant of his pleasures,literal
Isaiah,5,7,oppression,Heb. a scab,literal
Isaiah,5,8,they,Heb. ye,literal
Isaiah,5,9,In...,"or, This is in mine ears, saith the <divineName>Lord</divineName>, etc",alternate
Isaiah,5,9,Of a...,"Heb. If not, etc",literal
Isaiah,5,11,inflame,"or, pursue",alternate
Isaiah,5,13,honourable...,Heb. glory are men of famine,literal
Isaiah,5,16,God...,"or, the holy God: Heb. the God the holy",mixed
Isaiah,5,20,call...,"Heb. say concerning evil, It is good, etc",literal
Isaiah,5,21,in their own sight,Heb. before their face,literal
Isaiah,5,24,fire,Heb. tongue of fire,literal
Isaiah,5,25,torn,"or, as dung",alternate
Isaiah,5,30,sorrow,"or, distress",alternate
Isaiah,5,30,and the light...,"or, when it is light, it shall be dark in the destructions thereof",alternate
Isaiah,6,1,his...,"or, the skirts thereof",alternate
Isaiah,6,3,one...,Heb. this cried to this,literal
Isaiah,6,3,the whole...,Heb. his glory is the fulness of the whole earth,literal
Isaiah,6,4,door,Heb. thresholds,literal
Isaiah,6,5,undone,Heb. cut off,literal
Isaiah,6,6,having...,Heb. and in his hand a live coal,literal
Isaiah,6,7,laid...,Heb. caused it to touch,literal
Isaiah,6,8,Here...,Heb. behold me,literal
Isaiah,6,9,"indeed, but understand","or, without ceasing, etc: Heb. in hearing, etc",mixed
Isaiah,6,11,utterly...,Heb. desolate with desolation,literal
Isaiah,6,13,and it...,"or, when it is returned, and hath been broused",alternate
Isaiah,6,13,substance,"or, stock, or, stem",alternate
Isaiah,7,2,is confederate...,Heb. resteth on,literal
Isaiah,7,3,Shear–jashub,"that is, The remnant shall return",alternate
Isaiah,7,3,highway,"or, causeway",alternate
Isaiah,7,4,neither...,Heb. let not thy heart be tender,literal
Isaiah,7,6,vex,"or, waken",alternate
Isaiah,7,8,that...,Heb. from a people,literal
Isaiah,7,9,If...,"or, Do ye not believe? it is because ye are not stable",alternate
Isaiah,7,10,Moreover...,Heb. And the <divineName>Lord</divineName> added to speak,literal
Isaiah,7,11,ask it...,"or, make thy petition deep",alternate
Isaiah,7,14,shall call,"or, thou, O virgin, shalt call",alternate
Isaiah,7,19,bushes,"or, commendable trees",alternate
Isaiah,7,22,the land,Heb. the midst of the land,literal
Isaiah,8,1,Maher–shalal–hash–baz,"Heb. In making speed to the spoil he hasteneth the prey, or, Make speed, etc",mixed
Isaiah,8,3,went,Heb. approached,literal
Isaiah,8,4,the riches...,"or, he that is before the king of Assyria shall take away the riches, etc",alternate
Isaiah,8,8,stretching...,Heb. fulness of the breadth of thy land shall be the stretchings out of his wings,literal
Isaiah,8,9,"people, and","or, people, yet",alternate
Isaiah,8,11,with...,Heb. in strength of hand,literal
Isaiah,8,20,no...,Heb. no morning,literal
Isaiah,9,1,of the nations,"or, populous",alternate
Isaiah,9,3,not,"or, to him",alternate
Isaiah,9,4,For...,"or, When thou brakest",alternate
Isaiah,9,5,For...,"or, When the whole battle of the warrior was, etc",alternate
Isaiah,9,5,but...,"or, and it was, etc",alternate
Isaiah,9,5,fuel,Heb. meat,literal
Isaiah,9,11,join,Heb. mingle,literal
Isaiah,9,12,open,Heb. whole,literal
Isaiah,9,16,the leaders,"or, they that call them blessed",alternate
Isaiah,9,16,led of,"or, called blessed of",alternate
Isaiah,9,16,destroyed,Heb. swallowed up,literal
Isaiah,9,17,folly,"or, villany",alternate
Isaiah,9,19,fuel,Heb. meat,literal
Isaiah,9,20,snatch,Heb. cut,literal
Isaiah,10,1,that write...,"or, to the writers that write grievousness",alternate
Isaiah,10,5,O...,"or, Woe to the Assyrian: Heb. Asshur",mixed
Isaiah,10,5,and,"or, though",alternate
Isaiah,10,6,tread...,Heb. lay them a treading,literal
Isaiah,10,12,punish,Heb. visit upon,literal
Isaiah,10,12,stout...,Heb. greatness of the heart,literal
Isaiah,10,13,a valiant...,"or, many people",alternate
Isaiah,10,15,the rod...,"or, a rod should shake them that lift it up",alternate
Isaiah,10,15,"itself, as if...","or, that which is not wood",alternate
Isaiah,10,18,both...,"Heb. from the soul, and even to the flesh",literal
Isaiah,10,19,few,Heb. number,literal
Isaiah,10,22,of them,"Heb. in, or, among, etc",mixed
Isaiah,10,22,with,"or, in",alternate
Isaiah,10,24,and shall...,"or, but he shall lift up his staff for",alternate
Isaiah,10,27,be taken...,Heb. remove,literal
Isaiah,10,30,Lift...,Heb. Cry shrill with,literal
Isaiah,10,34,by...,"or, mightily",alternate
Isaiah,11,3,quick...,"Heb. scent or, smell",mixed
Isaiah,11,4,reprove,"or, argue",alternate
Isaiah,11,8,cockatrice’,"or, adder’s",alternate
Isaiah,11,10,glorious,Heb. glory,literal
Isaiah,11,12,corners,Heb. wings,literal
Isaiah,11,14,them of,Heb. the children of,literal
Isaiah,11,14,they shall lay...,Heb. Edom and Moab shall be the laying on of their hand,literal
Isaiah,11,14,shall obey...,Heb. their obedience,literal
Isaiah,11,15,dryshod,Heb. in shoes,literal
Isaiah,12,4,call...,"or, proclaim",alternate
Isaiah,12,6,inhabitant,Heb. inhabitress,literal
Isaiah,13,4,like...,Heb. the likeness of,literal
Isaiah,13,7,be faint,"or, fall down",alternate
Isaiah,13,8,be amazed,Heb. wonder,literal
Isaiah,13,8,one...,Heb. every man at his neighbour,literal
Isaiah,13,8,flames,Heb. faces of the flames,literal
Isaiah,13,19,as...,Heb. as the overthrowing,literal
Isaiah,13,21,wild...,Heb. Ziim,literal
Isaiah,13,21,doleful...,Heb. Ochim,literal
Isaiah,13,21,owls,"or, ostriches: Heb. daughters of the owl",mixed
Isaiah,13,22,the wild...,Heb. Iim,literal
Isaiah,13,22,desolate...,"or, palaces",alternate
Isaiah,14,2,whose...,Heb. that had taken them captives,literal
Isaiah,14,4,proverb,"or, taunting speech",alternate
Isaiah,14,4,golden...,"or, exactress of gold",alternate
Isaiah,14,6,a continual...,Heb. a stroke without removing,literal
Isaiah,14,9,Hell,"or, The grave",alternate
Isaiah,14,9,chief...,"Heb. leaders, or, great goats",mixed
Isaiah,14,12,O Lucifer,"or, O day star",alternate
Isaiah,14,17,opened...,"or, did not let his prisoners loose homeward?",alternate
Isaiah,14,29,cockatrice,"or, adder",alternate
Isaiah,14,31,none...,"or, he shall not be alone",alternate
Isaiah,14,31,appointed...,"or, assemblies",alternate
Isaiah,14,32,trust...,"or, betake themselves unto it",alternate
Isaiah,15,1,brought...,"or, cut off",alternate
Isaiah,15,3,weeping...,"Heb. descending into weeping, or, coming down with weeping",mixed
Isaiah,15,5,his...,"or, to the borders thereof, even to Zoar, as an heifer",alternate
Isaiah,15,5,destruction,Heb. breaking,literal
Isaiah,15,6,desolate,Heb. desolations,literal
Isaiah,15,7,brook...,"or, valley of the Arabians",alternate
Isaiah,15,9,more,Heb. additions,literal
Isaiah,16,1,Sela,"or, Petra: Heb. A rock",mixed
Isaiah,16,2,cast...,"or, a nest forsaken",alternate
Isaiah,16,3,Take,Heb. Bring,literal
Isaiah,16,4,extortioner,Heb. wringer,literal
Isaiah,16,4,the oppressors,Heb. the treaders down,literal
Isaiah,16,5,established,"or, prepared",alternate
Isaiah,16,7,mourn,"or, mutter",alternate
Isaiah,16,8,stretched...,"or, plucked up",alternate
Isaiah,16,9,the shouting...,"or, the alarm is fallen upon, etc",alternate
Isaiah,16,14,feeble,"or, not many",alternate
Isaiah,17,8,images,"or, sun images",alternate
Isaiah,17,11,a heap...,"or, removed in the day of inheritance, and there shall be deadly sorrow",alternate
Isaiah,17,12,multitude,"or, noise",alternate
Isaiah,17,12,mighty,"or, many",alternate
Isaiah,17,13,a rolling...,"or, thistledown",alternate
Isaiah,18,2,scattered...,"or, outspread and polished",alternate
Isaiah,18,2,meted...,"or, that meteth out and treadeth down: Heb. of line, line, and treading under foot",mixed
Isaiah,18,2,have...,"or, despise",alternate
Isaiah,18,4,consider...,"or, regard my set dwelling",alternate
Isaiah,18,4,upon...,"or, after rain",alternate
Isaiah,18,7,scattered...,"or, outspread and polished",alternate
Isaiah,19,2,set,Heb. mingle,literal
Isaiah,19,3,fail,Heb. be emptied,literal
Isaiah,19,3,destroy,Heb. swallow up,literal
Isaiah,19,4,give...,"or, shut up",alternate
Isaiah,19,7,and be...,Heb. and shall not be,literal
Isaiah,19,9,networks,"or, white works",alternate
Isaiah,19,10,purposes,Heb. foundations,literal
Isaiah,19,10,for fish,Heb. of living things,literal
Isaiah,19,13,they that...,"or, governors: Heb. corners",mixed
Isaiah,19,14,a perverse...,Heb. a spirit of perversities,literal
Isaiah,19,18,the language,Heb. the lip,literal
Isaiah,19,18,of destruction,"or, of Heres, or, of the sun",alternate
Isaiah,20,2,by,Heb. by the hand of,literal
Isaiah,20,4,the Egyptians...,Heb. the captivity of Egypt,literal
Isaiah,20,4,shame,Heb. nakedness,literal
Isaiah,20,6,isle,"or, country",alternate
Isaiah,21,2,grievous,Heb. hard,literal
Isaiah,21,4,heart...,"or, mind wandered",alternate
Isaiah,21,4,turned,Heb. put,literal
Isaiah,21,8,he...,"or, cried as a lion",alternate
Isaiah,21,8,whole...,"or, every night",alternate
Isaiah,21,10,corn,Heb. son,literal
Isaiah,21,14,brought,"or, bring ye",alternate
Isaiah,21,15,from the swords,"or, for fear, etc: Heb. from the face, etc",mixed
Isaiah,21,17,archers,Heb. bows,literal
Isaiah,22,3,by...,Heb. of the bow,literal
Isaiah,22,4,weep...,Heb. be bitter in weeping,literal
Isaiah,22,6,uncovered,Heb. made naked,literal
Isaiah,22,7,thy...,Heb. the choice of thy valleys,literal
Isaiah,22,7,at,"or, toward",alternate
Isaiah,22,16,as...,"or, O he",alternate
Isaiah,22,17,will carry...,"or, who covered thee with an excellent covering, and clothed thee gorgeously, (next verse) shall surely, etc",alternate
Isaiah,22,17,a mighty...,Heb. the captivity of a man,literal
Isaiah,22,18,large,Heb. large of spaces,literal
Isaiah,22,24,vessels of flagons,"or, instruments of viols",alternate
Isaiah,23,2,still,Heb. silent,literal
Isaiah,23,7,afar...,Heb. from afar off,literal
Isaiah,23,9,to stain,Heb. to pollute,literal
Isaiah,23,10,strength,Heb. girdle,literal
Isaiah,23,11,against...,"or, concerning a merchantman",alternate
Isaiah,23,11,the merchant city,Heb. Canaan,literal
Isaiah,23,11,strong...,"or, strengths",alternate
Isaiah,23,15,shall Tyre...,Heb. it shall be unto Tyre as the song of an harlot,literal
Isaiah,23,18,durable,Heb. old,literal
Isaiah,24,1,turneth...,Heb. perverteth the face thereof,literal
Isaiah,24,2,priest,"or, prince",alternate
Isaiah,24,4,the haughty...,Heb. the height of the people,literal
Isaiah,24,15,fires,"or, valleys",alternate
Isaiah,24,16,uttermost...,Heb. wing,literal
Isaiah,24,16,My leanness,"Heb. Leanness to me, or, My secret to me",mixed
Isaiah,24,21,punish,Heb. visit upon,literal
Isaiah,24,22,as prisoners...,Heb. with the gathering of prisoners,literal
Isaiah,24,22,pit,"or, dungeon",alternate
Isaiah,24,22,visited,"or, found wanting",alternate
Isaiah,24,23,before...,"or, there shall be glory before his ancients",alternate
Isaiah,25,7,destroy,Heb. swallow up,literal
Isaiah,25,7,cast,Heb. covered,literal
Isaiah,25,10,trodden down under,"or, threshed, etc",alternate
Isaiah,25,10,trodden down for...,"or, threshed in Madmenah",alternate
Isaiah,26,2,truth,Heb. truths,literal
Isaiah,26,3,perfect...,"Heb. peace, peace",literal
Isaiah,26,3,mind,"or, thought, or, imagination",alternate
Isaiah,26,4,everlasting...,Heb. the rock of ages,literal
Isaiah,26,11,at...,"or, toward thy people",alternate
Isaiah,26,12,in us,"or, for us",alternate
Isaiah,26,16,prayer,Heb. secret speech,literal
Isaiah,26,21,blood,Heb. bloods,literal
Isaiah,27,1,piercing,"or, crossing like a bar",alternate
Isaiah,27,4,go...,"or, march against",alternate
Isaiah,27,7,as...,Heb. according to the stroke of,literal
Isaiah,27,8,it shooteth...,"or, thou sendest it forth",alternate
Isaiah,27,8,he...,"or, when he removeth it with",alternate
Isaiah,27,9,images,"or, sun images",alternate
Isaiah,28,1,overcome,Heb. broken,literal
Isaiah,28,3,under...,Heb. with feet,literal
Isaiah,28,4,eateth,Heb. swalloweth,literal
Isaiah,28,9,doctrine,Heb. the hearing?,literal
Isaiah,28,10,must be,"or, hath been",alternate
Isaiah,28,11,stammering...,Heb. stammerings of lip,literal
Isaiah,28,11,will...,"or, he hath spoken",alternate
Isaiah,28,18,trodden...,Heb. a treading down to it,literal
Isaiah,28,19,to...,"or, when he shall make you to understand doctrine",alternate
Isaiah,28,25,the principal...,"or, the wheat in the principal place, and barley in the appointed place",alternate
Isaiah,28,25,rie,"or, spelt",alternate
Isaiah,28,25,place,Heb. border?,literal
Isaiah,28,26,For...,"or, And he bindeth it in such sort as his God doth teach him",alternate
Isaiah,29,1,Woe...,"or, O Ariel, that is, the lion of God",alternate
Isaiah,29,1,the city,"or, of the city",alternate
Isaiah,29,1,kill,Heb. cut off the heads of,literal
Isaiah,29,4,whisper,"Heb. peep, or, chirp",mixed
Isaiah,29,9,cry ye...,"or, take your pleasure, and riot",alternate
Isaiah,29,10,rulers,Heb. heads,literal
Isaiah,29,11,book,"or, letter",alternate
Isaiah,29,14,proceed,Heb. add,literal
Isaiah,29,19,increase,Heb. add,literal
Isaiah,29,24,come...,Heb. know understanding,literal
Isaiah,30,7,concerning...,"or, to her",alternate
Isaiah,30,8,the...,Heb. the latter day,literal
Isaiah,30,12,oppression,"or, fraud",alternate
Isaiah,30,14,the potters’...,Heb. the bottle of potters,literal
Isaiah,30,17,a beacon,"or, a tree bereft of branches, or, boughs: or, a mast",alternate
Isaiah,30,20,affliction,"or, oppression",alternate
Isaiah,30,22,thy graven...,Heb. the graven images of thy silver,literal
Isaiah,30,22,cast,Heb. scatter,literal
Isaiah,30,24,clean,"or, savoury: Heb. leavened",mixed
Isaiah,30,25,high hill,"Heb. lifted up, etc",literal
Isaiah,30,27,burden...,"or, grievousness of flame",alternate
Isaiah,30,27,heavy,Heb. heaviness,literal
Isaiah,30,29,mighty...,Heb. Rock,literal
Isaiah,30,30,his glorious...,Heb. the glory of his voice,literal
Isaiah,30,32,in every...,Heb. every passing of the rod founded,literal
Isaiah,30,32,lay...,Heb. cause to rest upon,literal
Isaiah,30,32,with it,"or, against them",alternate
Isaiah,30,33,of old,Heb. from yesterday,literal
Isaiah,31,2,call...,Heb. remove,literal
Isaiah,31,4,noise,"or, multitude",alternate
Isaiah,31,7,his idols of gold,Heb. the idols of his gold,literal
Isaiah,31,8,from,"or, for fear of",alternate
Isaiah,31,8,discomfited,"or, tributary: Heb. for melting, or, tribute",mixed
Isaiah,31,9,he...,Heb. his rock shall pass away for fear,literal
Isaiah,31,9,his strong hold,"or, his strength",alternate
Isaiah,32,2,great,Heb. heavy,literal
Isaiah,32,4,rash,Heb. hasty,literal
Isaiah,32,4,plainly,"or, elegantly",alternate
Isaiah,32,7,the needy...,"or, he speaketh against the poor in judgment",alternate
Isaiah,32,8,stand,"or, be established",alternate
Isaiah,32,10,Many...,Heb. Days above a year,literal
Isaiah,32,12,pleasant...,Heb. fields of desire,literal
Isaiah,32,13,yea...,"or, burning upon",alternate
Isaiah,32,14,forts...,"or, clifts and watchtowers",alternate
Isaiah,32,19,low in...,"or, utterly abased",alternate
Isaiah,33,6,salvation,Heb. salvations,literal
Isaiah,33,7,valiant...,"or, messengers",alternate
Isaiah,33,9,hewn...,"or, withered away",alternate
Isaiah,33,15,righteously,Heb. in righteousnesses,literal
